timestamp,session_id,track,impl,mode,workload,case_id,class,run,ok,expected_ok,passes_oracle,exit_code,duration_ns,cpu_user_ns,cpu_system_ns,max_rss_kb,input_bytes,output_bytes,output_sha256,expected_sha256,stderr_excerpt,error_class,expected_error_class
2026-03-05T06:09:56.272682285Z,5,e2e,schubfach,verify,trailing-comma,WL-verify-trailing-comma,invalid,5,false,false,true,2,1303246,0,1310000,9240,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,"error: jcserr: INVALID_GRAMMAR at byte 8: expected ""\"""", got ""}""\n",invalid_grammar,
2026-03-05T06:09:56.274066505Z,5,e2e,schubfach,canonicalize,long-string,WL-canonicalize-long-string,valid,5,true,true,true,0,1353846,0,1432000,9240,16403,16403,b327943c16aec03ab62b209ba1cfdad4c4387f88d8a0aefc731db46fb0fe225c,b327943c16aec03ab62b209ba1cfdad4c4387f88d8a0aefc731db46fb0fe225c,,none,
2026-03-05T06:09:56.275916902Z,3,e2e,json-canon,canonicalize,single-quote,WL-canonicalize-single-quote,invalid,3,false,false,true,2,1841426,635000,1270000,9240,7,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,"error: jcserr: INVALID_GRAMMAR at byte 2: expected ""\"""", got ""'""\n",invalid_grammar,
2026-03-05T06:09:56.277010393Z,4,e2e,schubfach,canonicalize,control-escapes,WL-canonicalize-control-escapes,valid,4,true,true,true,0,1068754,0,1102000,9240,59,59,59f270ca57e3fa5b68b276c4f2d47a2472e8da18994e8b25838e9fea88f0a1fb,59f270ca57e3fa5b68b276c4f2d47a2472e8da18994e8b25838e9fea88f0a1fb,,none,
2026-03-05T06:09:56.278959857Z,3,e2e,json-canon,canonicalize,negative-zero,WL-canonicalize-negative-zero,invalid,3,false,false,true,2,1933118,1002000,1002000,9240,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,error: jcserr: NUMBER_NEGZERO at byte 5: negative zero token is not allowed\n,number_negzero,
2026-03-05T06:09:56.280865505Z,2,e2e,schubfach,verify,bad-unicode-escape,WL-verify-bad-unicode-escape,invalid,2,false,false,true,2,1891863,0,2006000,9240,14,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,"error: jcserr: INVALID_GRAMMAR at byte 6: invalid hex in \u escape: ""12G4""\n",invalid_grammar,
2026-03-05T06:09:56.282766422Z,5,e2e,json-canon,verify,duplicate-decoded-key,WL-verify-duplicate-decoded-key,invalid,5,false,false,true,2,1887974,977000,977000,9240,18,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,"error: jcserr: DUPLICATE_KEY at byte 7: duplicate object key ""a"" (first at byte 1)\n",duplicate_key,
2026-03-05T06:09:56.286545434Z,6,e2e,json-canon,verify,bad-number-leading-zero,WL-verify-bad-number-leading-zero,invalid,6,false,false,true,2,3762335,2162000,2162000,9240,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,invalid_grammar,
2026-03-05T06:09:56.288888964Z,5,e2e,schubfach,verify,verify-whitespace,WL-verify-verify-whitespace,valid,5,true,true,true,0,2329780,0,2451000,9240,17,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:09:56.300505765Z,0,e2e,schubfach,verify,array-2048,WL-verify-array-2048,valid,0,true,true,true,0,11600446,12371000,3534000,9240,98901,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:09:56.303640838Z,5,e2e,schubfach,canonicalize,bad-unicode-escape,WL-canonicalize-bad-unicode-escape,invalid,5,false,false,true,2,3112985,544000,2723000,9240,14,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,"error: jcserr: INVALID_GRAMMAR at byte 6: invalid hex in \u escape: ""12G4""\n",invalid_grammar,
2026-03-05T06:09:56.305930777Z,6,e2e,json-canon,verify,escaped-key-order,WL-verify-escaped-key-order,valid,6,true,true,true,0,2282374,1217000,1217000,9240,13,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:09:56.308628137Z,2,e2e,json-canon,canonicalize,single-quote,WL-canonicalize-single-quote,invalid,2,false,false,true,2,2673645,957000,1914000,9240,7,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,"error: jcserr: INVALID_GRAMMAR at byte 2: expected ""\"""", got ""'""\n",invalid_grammar,
2026-03-05T06:09:56.311275858Z,2,e2e,schubfach,canonicalize,duplicate-decoded-key,WL-canonicalize-duplicate-decoded-key,invalid,2,false,false,true,2,2630022,1389000,1389000,9240,18,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,"error: jcserr: DUPLICATE_KEY at byte 7: duplicate object key ""a"" (first at byte 1)\n",duplicate_key,
2026-03-05T06:09:56.31533937Z,6,e2e,schubfach,canonicalize,deep-64,WL-canonicalize-deep-64,valid,6,true,true,true,0,4014204,721000,3606000,9240,510,510,d502e912851ca95867fa0b573275a94e73585d05e1eb4201adabe63dbfc51ec0,d502e912851ca95867fa0b573275a94e73585d05e1eb4201adabe63dbfc51ec0,,none,
2026-03-05T06:09:56.321157879Z,3,e2e,json-canon,verify,unicode,WL-verify-unicode,valid,3,true,true,true,0,5796558,0,6252000,9240,96,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:09:56.329877469Z,3,e2e,schubfach,verify,array-256,WL-verify-array-256,valid,3,true,true,true,0,8692385,1663000,7485000,9240,11914,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:09:56.335924183Z,5,e2e,schubfach,canonicalize,bad-literal,WL-canonicalize-bad-literal,invalid,5,false,false,true,2,5990818,0,6435000,9240,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,invalid_grammar,
2026-03-05T06:09:56.342151747Z,2,e2e,schubfach,verify,lone-high-surrogate,WL-verify-lone-high-surrogate,invalid,2,false,false,true,2,6179888,1872000,4680000,9240,14,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,error: jcserr: LONE_SURROGATE at byte 6: lone high surrogate U+D800 (no following \u)\n,lone_surrogate,
2026-03-05T06:09:56.349058715Z,6,e2e,json-canon,verify,raw-control-char,WL-verify-raw-control-char,invalid,6,false,false,true,2,6852732,2448000,4896000,9240,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,error: jcserr: INVALID_GRAMMAR at byte 6: unescaped control character 0x01 in string\n,invalid_grammar,
2026-03-05T06:09:56.355636752Z,0,e2e,json-canon,canonicalize,canonical-minimal,WL-canonicalize-canonical-minimal,valid,0,true,true,true,0,6520213,0,7040000,9240,7,7,015abd7f5cc57a2dd94b7590f04ad8084273905ee33ec5cebeae62276a97f862,015abd7f5cc57a2dd94b7590f04ad8084273905ee33ec5cebeae62276a97f862,,none,
2026-03-05T06:09:56.361553406Z,0,e2e,schubfach,canonicalize,nested-mixed,WL-canonicalize-nested-mixed,valid,0,true,true,true,0,5866007,2396000,3994000,9240,49,49,65a0f92be518858b96f594ca09c924339038d38fef500f5fe20c7d3066c3de1b,65a0f92be518858b96f594ca09c924339038d38fef500f5fe20c7d3066c3de1b,,none,
2026-03-05T06:09:56.367360559Z,6,e2e,json-canon,canonicalize,negative-zero,WL-canonicalize-negative-zero,invalid,6,false,false,true,2,5748524,2496000,3745000,9240,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,error: jcserr: NUMBER_NEGZERO at byte 5: negative zero token is not allowed\n,number_negzero,
2026-03-05T06:09:56.374056933Z,2,e2e,json-canon,canonicalize,escaped-key-order,WL-canonicalize-escaped-key-order,valid,2,true,true,true,0,6639851,1172000,5864000,9240,18,13,43258cff783fe7036d8a43033f830adfc60ec037382473548ac742b888292777,43258cff783fe7036d8a43033f830adfc60ec037382473548ac742b888292777,,none,
2026-03-05T06:09:56.379775175Z,0,e2e,schubfach,verify,unicode,WL-verify-unicode,valid,0,true,true,true,0,5685734,0,6061000,9240,96,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:09:56.388894238Z,4,e2e,schubfach,canonicalize,array-256,WL-canonicalize-array-256,valid,4,true,true,true,0,8972333,3867000,5800000,9240,11914,11914,9f2466e1b5c652924ec99aa8b00c542beaea7e6c691896ee773f6eda7720f58b,9f2466e1b5c652924ec99aa8b00c542beaea7e6c691896ee773f6eda7720f58b,,none,
2026-03-05T06:09:56.395577188Z,4,e2e,json-canon,verify,duplicate-decoded-key,WL-verify-duplicate-decoded-key,invalid,4,false,false,true,2,6637172,3040000,4053000,9240,18,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,"error: jcserr: DUPLICATE_KEY at byte 7: duplicate object key ""a"" (first at byte 1)\n",duplicate_key,
2026-03-05T06:09:56.403403217Z,0,e2e,schubfach,canonicalize,escaped-key-order,WL-canonicalize-escaped-key-order,valid,0,true,true,true,0,7756823,2136000,6409000,9240,18,13,43258cff783fe7036d8a43033f830adfc60ec037382473548ac742b888292777,43258cff783fe7036d8a43033f830adfc60ec037382473548ac742b888292777,,none,
2026-03-05T06:09:56.409721811Z,2,e2e,json-canon,verify,lone-low-surrogate,WL-verify-lone-low-surrogate,invalid,2,false,false,true,2,6277605,3422000,3422000,9240,14,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,error: jcserr: LONE_SURROGATE at byte 6: lone low surrogate U+DC00\n,lone_surrogate,
2026-03-05T06:09:56.416035264Z,0,e2e,json-canon,canonicalize,nan-literal,WL-canonicalize-nan-literal,invalid,0,false,false,true,2,6278843,982000,5897000,9240,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,"error: jcserr: INVALID_GRAMMAR at byte 5: invalid number character ""N""\n",invalid_grammar,
2026-03-05T06:09:56.423129539Z,2,e2e,json-canon,canonicalize,lone-high-surrogate,WL-canonicalize-lone-high-surrogate,invalid,2,false,false,true,2,7037086,2159000,5399000,9240,14,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,error: jcserr: LONE_SURROGATE at byte 6: lone high surrogate U+D800 (no following \u)\n,lone_surrogate,
2026-03-05T06:09:56.430961981Z,2,e2e,json-canon,verify,duplicate-key,WL-verify-duplicate-key,invalid,2,false,false,true,2,7790466,2056000,6168000,9240,13,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,"error: jcserr: DUPLICATE_KEY at byte 7: duplicate object key ""a"" (first at byte 1)\n",duplicate_key,
2026-03-05T06:09:56.43639417Z,4,e2e,schubfach,verify,lone-high-surrogate,WL-verify-lone-high-surrogate,invalid,4,false,false,true,2,5401672,1689000,4222000,9240,14,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,error: jcserr: LONE_SURROGATE at byte 6: lone high surrogate U+D800 (no following \u)\n,lone_surrogate,
2026-03-05T06:09:56.442732549Z,0,e2e,schubfach,verify,lone-high-surrogate,WL-verify-lone-high-surrogate,invalid,0,false,false,true,2,6282989,0,6717000,9240,14,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,error: jcserr: LONE_SURROGATE at byte 6: lone high surrogate U+D800 (no following \u)\n,lone_surrogate,
2026-03-05T06:09:56.448659218Z,6,e2e,schubfach,verify,canonical-minimal,WL-verify-canonical-minimal,valid,6,true,true,true,0,5899697,781000,5468000,9240,7,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:09:56.454164231Z,0,e2e,schubfach,verify,bad-literal,WL-verify-bad-literal,invalid,0,false,false,true,2,5453821,2346000,3519000,9240,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,invalid_grammar,
2026-03-05T06:09:56.460660226Z,2,e2e,schubfach,canonicalize,numeric-boundary,WL-canonicalize-numeric-boundary,valid,2,true,true,true,0,6436723,2543000,4238000,9240,98,98,0505e75e5e526a9508decb06d92e1d16aa687e016792670995dd0e4f8d30bf21,0505e75e5e526a9508decb06d92e1d16aa687e016792670995dd0e4f8d30bf21,,none,
2026-03-05T06:09:56.4667708Z,3,e2e,schubfach,verify,control-escapes,WL-verify-control-escapes,valid,3,true,true,true,0,6091148,2155000,4311000,9240,59,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:09:56.473296955Z,3,e2e,json-canon,canonicalize,bad-literal,WL-canonicalize-bad-literal,invalid,3,false,false,true,2,6476228,1158000,5790000,9240,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,invalid_grammar,
2026-03-05T06:09:56.479169335Z,6,e2e,schubfach,canonicalize,rfc-key-sorting,WL-canonicalize-rfc-key-sorting,valid,6,true,true,true,0,5812822,1251000,5006000,9240,202,180,5e321556d22018a9656991a9e94f77ec175fa193e52a2429d312f8419ec8b08c,5e321556d22018a9656991a9e94f77ec175fa193e52a2429d312f8419ec8b08c,,none,
2026-03-05T06:09:56.485782745Z,1,e2e,schubfach,canonicalize,negative-zero,WL-canonicalize-negative-zero,invalid,1,false,false,true,2,6577755,2008000,5021000,9240,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,error: jcserr: NUMBER_NEGZERO at byte 5: negative zero token is not allowed\n,number_negzero,
2026-03-05T06:09:56.491950843Z,4,e2e,schubfach,verify,duplicate-decoded-key,WL-verify-duplicate-decoded-key,invalid,4,false,false,true,2,6116829,1062000,5314000,9240,18,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,"error: jcserr: DUPLICATE_KEY at byte 7: duplicate object key ""a"" (first at byte 1)\n",duplicate_key,
2026-03-05T06:09:56.498217146Z,4,e2e,json-canon,verify,negative-zero,WL-verify-negative-zero,invalid,4,false,false,true,2,6216138,1700000,5101000,9240,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,error: jcserr: NUMBER_NEGZERO at byte 5: negative zero token is not allowed\n,number_negzero,
2026-03-05T06:09:56.505843736Z,0,e2e,json-canon,verify,raw-control-char,WL-verify-raw-control-char,invalid,0,false,false,true,2,7557431,3016000,5027000,9240,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,error: jcserr: INVALID_GRAMMAR at byte 6: unescaped control character 0x01 in string\n,invalid_grammar,
2026-03-05T06:09:56.511989647Z,5,e2e,schubfach,verify,raw-control-char,WL-verify-raw-control-char,invalid,5,false,false,true,2,6083834,2147000,4295000,9240,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,error: jcserr: INVALID_GRAMMAR at byte 6: unescaped control character 0x01 in string\n,invalid_grammar,
2026-03-05T06:09:56.518001293Z,2,e2e,json-canon,verify,inf-literal,WL-verify-inf-literal,invalid,2,false,false,true,2,5951871,920000,5524000,9240,14,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,"error: jcserr: INVALID_GRAMMAR at byte 5: invalid number character ""I""\n",invalid_grammar,
2026-03-05T06:09:56.525510803Z,1,e2e,json-canon,canonicalize,surrogate-pair,WL-canonicalize-surrogate-pair,valid,1,true,true,true,0,7405498,2937000,4895000,9240,29,21,6d208afaef865872b574468ca33ee4be5f0aaf7201a6aa7d3b40b05f1c7065ed,6d208afaef865872b574468ca33ee4be5f0aaf7201a6aa7d3b40b05f1c7065ed,,none,
2026-03-05T06:09:56.53150446Z,3,e2e,schubfach,canonicalize,escaped-key-order,WL-canonicalize-escaped-key-order,valid,3,true,true,true,0,5889746,1038000,5192000,9240,18,13,43258cff783fe7036d8a43033f830adfc60ec037382473548ac742b888292777,43258cff783fe7036d8a43033f830adfc60ec037382473548ac742b888292777,,none,
